,timestamp,ent,type,new_ent
2700,2024-09-20,data analytics,H_SKILL,DATA ANALYTICS
2700,2024-09-20,data analysis,H_SKILL,DATA ANALYSIS
2700,2024-09-20,writing reports,S_SKILL,WRITING REPORTS
2700,2024-09-20,2:1,REQUIREMENT,2:1
2700,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2700,2024-09-20,Computing / Technical field,H_SKILL,COMPUTING / TECHNICAL FIELD
2700,2024-09-20,Master’s degree,REQUIREMENT,MASTER'S
2700,2024-09-20,C#,LANG_FRAM,C#
2700,2024-09-20,Python,LANG_FRAM,PYTHON
2700,2024-09-20,Java,LANG_FRAM,JAVA
2700,2024-09-20,communication skills,S_SKILL,COMMUNICATION
2700,2024-09-20,adaptable,S_SKILL,ADAPTABLE
2700,2024-09-20,flexible,S_SKILL,FLEXIBLE
2700,2024-09-20,share ideas,S_SKILL,SHARE IDEAS
2700,2024-09-20,Networking,H_SKILL,NETWORKING
2701,2024-09-20,hydrogen,LANG_FRAM,HYDROGEN
2701,2024-09-20,data analytics,H_SKILL,DATA ANALYTICS
2701,2024-09-20,data analysis,H_SKILL,DATA ANALYSIS
2701,2024-09-20,writing reports,S_SKILL,WRITING REPORTS
2701,2024-09-20,2:1,REQUIREMENT,2:1
2701,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2701,2024-09-20,Computing / Technical field,H_SKILL,COMPUTING / TECHNICAL FIELD
2701,2024-09-20,Master’s degree,REQUIREMENT,MASTER'S
2701,2024-09-20,C#,LANG_FRAM,C#
2701,2024-09-20,Python,LANG_FRAM,PYTHON
2701,2024-09-20,Java,LANG_FRAM,JAVA
2701,2024-09-20,communication skills,S_SKILL,COMMUNICATION
2701,2024-09-20,adaptable,S_SKILL,ADAPTABLE
2701,2024-09-20,flexible,S_SKILL,FLEXIBLE
2701,2024-09-20,share ideas,S_SKILL,SHARE IDEAS
2701,2024-09-20,Networking,H_SKILL,NETWORKING
2702,2024-09-20,motivation,S_SKILL,DRIVEN AND MOTIVATED
2702,2024-09-20,plume flux modelling,H_SKILL,PLUME FLUX MODELLING
2702,2024-09-20,perform simulation and modelling,H_SKILL,PERFORM SIMULATION AND MODELLING
2702,2024-09-20,communicate,S_SKILL,COMMUNICATION
2702,2024-09-20,Experience in programming,H_SKILL,CODING/PROGRAMMING
2702,2024-09-20,Python,LANG_FRAM,PYTHON
2702,2024-09-20,verbal and written communication,S_SKILL,COMMUNICATION
2702,2024-09-20,Excel,LANG_FRAM,EXCEL
2702,2024-09-20,data analysis,H_SKILL,DATA ANALYSIS
2703,2024-09-20,2:2,REQUIREMENT,2:2
2703,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2703,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2704,2024-09-20,design and development,H_SKILL,DESIGN AND DEVELOPMENT
2704,2024-09-20,simulation techniques,H_SKILL,SIMULATION TECHNIQUES
2704,2024-09-20,management,H_SKILL,MANAGEMENT
2704,2024-09-20,2:2,REQUIREMENT,2:2
2704,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2704,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2705,2024-09-20,2:2,REQUIREMENT,2:2
2705,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2705,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2706,2024-09-20,2:2,REQUIREMENT,2:2
2706,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2706,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2707,2024-09-20,2:2,REQUIREMENT,2:2
2707,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2707,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2708,2024-09-20,motivation,S_SKILL,DRIVEN AND MOTIVATED
2708,2024-09-20,Certification,REQUIREMENT,CERTIFICATION
2708,2024-09-20,verbal and written communication,S_SKILL,COMMUNICATION
2709,2024-09-20,2:2,REQUIREMENT,2:2
2709,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2709,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2710,2024-09-20,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
2710,2024-09-20,2:1,REQUIREMENT,2:1
2711,2024-09-20,bridge the gap between academic learning,H_SKILL,BRIDGE THE GAP BETWEEN ACADEMIC LEARNING
2711,2024-09-20,networking,S_SKILL,NETWORKING
2711,2024-09-20,Networking,H_SKILL,NETWORKING
2711,2024-09-20,networking,H_SKILL,NETWORKING
2711,2024-09-20,identify and capitalise on opportunities,H_SKILL,IDENTIFY AND CAPITALISE ON OPPORTUNITIES
2712,2024-09-20,work innovatively,S_SKILL,WORK INNOVATIVELY
2712,2024-09-20,Data Analysis,H_SKILL,DATA ANALYSIS
2712,2024-09-20,Simulation,S_SKILL,SIMULATION
2712,2024-09-20,getting involved in field and flight trials,S_SKILL,GETTING INVOLVED IN FIELD AND FLIGHT TRIALS
2712,2024-09-20,Degree qualified,REQUIREMENT,DEGREE QUALIFIED
2712,2024-09-20,Computing,H_SKILL,COMPUTING
2712,2024-09-20,2:2,REQUIREMENT,2:2
2713,2024-09-20,reducing reliance on prohibitively expensive testing,H_SKILL,TESTING
2713,2024-09-20,operator training,H_SKILL,OPERATOR TRAINING
2713,2024-09-20,developing accurate system,H_SKILL,DEVELOPING ACCURATE SYSTEM
2713,2024-09-20,C,LANG_FRAM,C
2713,2024-09-20,C++,LANG_FRAM,C++
2713,2024-09-20,Agile working practices,S_SKILL,AGILE WORKING PRACTICES
2713,2024-09-20,understanding of each subsystem,H_SKILL,UNDERSTANDING OF EACH SUBSYSTEM
2713,2024-09-20,mathematical modelling,H_SKILL,MATHEMATICAL MODELLING
2713,2024-09-20,passionate,S_SKILL,PASSION AND ENTHUSIASM
2713,2024-09-20,enjoy working in a supportive environment,S_SKILL,ENJOY WORKING IN A SUPPORTIVE ENVIRONMENT
2713,2024-09-20,Degree qualified,REQUIREMENT,DEGREE QUALIFIED
2713,2024-09-20,2:2,REQUIREMENT,2:2
2714,2024-09-20,motivation,S_SKILL,DRIVEN AND MOTIVATED
2714,2024-09-20,Firmware,LANG_FRAM,FIRMWARE
2714,2024-09-20,DO-178B,LANG_FRAM,DO-178B
2714,2024-09-20,Firmware,LANG_FRAM,FIRMWARE
2714,2024-09-20,Machine Learning,LANG_FRAM,MACHINE LEARNING
2714,2024-09-20,verbal and written communication,S_SKILL,COMMUNICATION
2714,2024-09-20,Python,LANG_FRAM,PYTHON
2714,2024-09-20,Matlab scripting,LANG_FRAM,MATLAB SCRIPTING
2714,2024-09-20,Continuous integration,H_SKILL,CI/CD
2714,2024-09-20,DevOps,H_SKILL,DEVOPS
2714,2024-09-20,GIT,LANG_FRAM,"VERSION CONTROL (GIT, GITHUB, GITLAB, ETC.)"
2714,2024-09-20,Bitbucket,LANG_FRAM,BITBUCKET
2714,2024-09-20,AGILE frameworks,H_SKILL,AGILE
2714,2024-09-20,Machine Learning,LANG_FRAM,MACHINE LEARNING
2714,2024-09-20,Data Analytics,H_SKILL,DATA ANALYTICS
2714,2024-09-20,Modelling languages and environments,H_SKILL,MODELLING LANGUAGES AND ENVIRONMENTS
2714,2024-09-20,Matlab/Simulink,LANG_FRAM,MATLAB/SIMULINK
2714,2024-09-20,C,LANG_FRAM,C
2714,2024-09-20,C++,LANG_FRAM,C++
2714,2024-09-20,Ada,LANG_FRAM,ADA
2714,2024-09-20,C#,LANG_FRAM,C#
2715,2024-09-20,"handling both immediate, time",S_SKILL,TIME MANAGEMENT
2715,2024-09-20,collaborative,S_SKILL,COLLABORATION AND TEAMWORK
2715,2024-09-20,problem solver,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2715,2024-09-20,Proactive,S_SKILL,PROACTIVE
2715,2024-09-20,courteous with strong,S_SKILL,COURTEOUS WITH STRONG
2715,2024-09-20,organisational,S_SKILL,ORGANISATIONAL
2715,2024-09-20,communication,S_SKILL,COMMUNICATION
2715,2024-09-20,Eager to ask questions,S_SKILL,EAGER TO ASK QUESTIONS
2715,2024-09-20,continuously improve,S_SKILL,CONTINUOUSLY IMPROVE
2715,2024-09-20,functional programming,H_SKILL,CODING/PROGRAMMING
2715,2024-09-20,OCaml,H_SKILL,OCAML
2716,2024-09-20,"research, resolve and respond",H_SKILL,"RESEARCH, RESOLVE AND RESPOND"
2716,2024-09-20,communications,S_SKILL,COMMUNICATION
2717,2024-09-20,Lenor,LANG_FRAM,LENOR
2717,2024-09-20,"Design, implement and maintain systems",H_SKILL,"DESIGN, IMPLEMENT AND MAINTAIN SYSTEMS"
2717,2024-09-20,analyse data,H_SKILL,DATA ANALYSIS
2717,2024-09-20,passion,S_SKILL,PASSION AND ENTHUSIASM
2717,2024-09-20,leadership,S_SKILL,LEADERSHIP
2717,2024-09-20,passion,S_SKILL,PASSION AND ENTHUSIASM
2717,2024-09-20,verbal and written English,S_SKILL,VERBAL AND WRITTEN ENGLISH
2717,2024-09-20,language skills,H_SKILL,LANGUAGE SKILLS
2717,2024-09-20,leadership job,S_SKILL,LEADERSHIP
2717,2024-09-20,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
2717,2024-09-20,passionate,S_SKILL,PASSION AND ENTHUSIASM
2717,2024-09-20,continuous,S_SKILL,CONTINUOUS
2718,2024-09-20,Collaborate,S_SKILL,COLLABORATION AND TEAMWORK
2718,2024-09-20,Scottish Equivalent),REQUIREMENT,SCOTTISH EQUIVALENT)
2718,2024-09-20,Language and Maths; before 2017,H_SKILL,LANGUAGE AND MATHS; BEFORE 2017
2718,2024-09-20,C,LANG_FRAM,C
2718,2024-09-20,passion,S_SKILL,PASSION AND ENTHUSIASM
2718,2024-09-20,solving problems,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2719,2024-09-20,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
2719,2024-09-20,data analysis,H_SKILL,DATA ANALYSIS
2719,2024-09-20,Alteryx,LANG_FRAM,ALTERYX
2719,2024-09-20,Tableau,LANG_FRAM,TABLEAU
2719,2024-09-20,mathematical,H_SKILL,MATHEMATICAL
2719,2024-09-20,statistical,H_SKILL,STATISTICAL
2719,2024-09-20,2:1,REQUIREMENT,2:1
2719,2024-09-20,Motivated,S_SKILL,DRIVEN AND MOTIVATED
2719,2024-09-20,enthusiastic,S_SKILL,PASSION AND ENTHUSIASM
2719,2024-09-20,work under pressure,S_SKILL,WORK UNDER PRESSURE
2719,2024-09-20,organised and able,S_SKILL,ORGANISED AND ABLE
2719,2024-09-20,prioritise work is essential,S_SKILL,PRIORITISE WORK IS ESSENTIAL
2719,2024-09-20,Microsoft Office,LANG_FRAM,MICROSOFT OFFICE
2719,2024-09-20,keen eye for detail,S_SKILL,KEEN EYE FOR DETAIL
2719,2024-09-20,coaching,S_SKILL,COACHING
2720,2024-09-20,CAD tools,H_SKILL,CAD TOOLS
2720,2024-09-20,Develop,H_SKILL,DEVELOPMENT
2720,2024-09-20,Advise design teams,H_SKILL,ADVISE DESIGN TEAMS
2720,2024-09-20,CSS,LANG_FRAM,CSS
2720,2024-09-20,CSS,LANG_FRAM,CSS
2721,2024-09-20,work with various teams,S_SKILL,COLLABORATION AND TEAMWORK
2721,2024-09-20,collaborating,S_SKILL,COLLABORATION AND TEAMWORK
2721,2024-09-20,term strategic plans,H_SKILL,TERM STRATEGIC PLANS
2721,2024-09-20,Develop analytical models,H_SKILL,DEVELOP ANALYTICAL MODELS
2721,2024-09-20,Identify,H_SKILL,IDENTIFY
2721,2024-09-20,data models,H_SKILL,DATA MODELS
2721,2024-09-20,ensuring excellent data quality,H_SKILL,ENSURING EXCELLENT DATA QUALITY
2721,2024-09-20,Communicate with internal stakeholders,S_SKILL,COMMUNICATION
2721,2024-09-20,develop,H_SKILL,DEVELOPMENT
2721,2024-09-20,cutting,S_SKILL,CUTTING
2721,2024-09-20,simulation models,H_SKILL,SIMULATION MODELS
2721,2024-09-20,2:1,REQUIREMENT,2:1
2721,2024-09-20,data analysis,H_SKILL,DATA ANALYSIS
2721,2024-09-20,programming,H_SKILL,CODING/PROGRAMMING
2721,2024-09-20,statistical analysis,H_SKILL,STATISTICAL ANALYSIS
2721,2024-09-20,data visualisation,H_SKILL,DATA VISUALISATION
2721,2024-09-20,think critically and solve problems,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2721,2024-09-20,interpersonal skills,S_SKILL,INTERPERSONAL SKILLS
2721,2024-09-20,Willingness to work in various teams,S_SKILL,COLLABORATION AND TEAMWORK
2721,2024-09-20,coaching,S_SKILL,COACHING
2722,2024-09-20,Develop,H_SKILL,DEVELOPMENT
2722,2024-09-20,Deliver,H_SKILL,DELIVER
2722,2024-09-20,Manage the equipment design process,S_SKILL,MANAGE THE EQUIPMENT DESIGN PROCESS
2722,2024-09-20,"Perform risk analysis, supplier down select and performance trade studies",H_SKILL,"PERFORM RISK ANALYSIS, SUPPLIER DOWN SELECT AND PERFORMANCE TRADE STUDIES"
2722,2024-09-20,Develop,H_SKILL,DEVELOPMENT
2722,2024-09-20,Manage the on-quality,S_SKILL,MANAGE THE ON-QUALITY
2722,2024-09-20,2:2,REQUIREMENT,2:2
2723,2024-09-20,calculation and monitoring of weights and centres,H_SKILL,CALCULATION AND MONITORING OF WEIGHTS AND CENTRES
2723,2024-09-20,2:2,REQUIREMENT,2:2
2723,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2723,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2724,2024-09-20,"designing, developing and testing complex systems",H_SKILL,TESTING
2724,2024-09-20,2:2,REQUIREMENT,2:2
2724,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2724,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2725,2024-09-20,"identify, deliver and promote operational excellence",H_SKILL,"IDENTIFY, DELIVER AND PROMOTE OPERATIONAL EXCELLENCE"
2725,2024-09-20,develop technical solutions,H_SKILL,DEVELOP TECHNICAL SOLUTIONS
2725,2024-09-20,understanding site operational support issues,H_SKILL,UNDERSTANDING SITE OPERATIONAL SUPPORT ISSUES
2725,2024-09-20,Develop,H_SKILL,DEVELOPMENT
2725,2024-09-20,model the technical and commercial viability of various options,H_SKILL,MODEL THE TECHNICAL AND COMMERCIAL VIABILITY OF VARIOUS OPTIONS
2725,2024-09-20,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2725,2024-09-20,communication,S_SKILL,COMMUNICATION
2725,2024-09-20,interpersonal skills,S_SKILL,INTERPERSONAL SKILLS
2725,2024-09-20,work as part of a team,S_SKILL,COLLABORATION AND TEAMWORK
2725,2024-09-20,enthusiastic,S_SKILL,PASSION AND ENTHUSIASM
2725,2024-09-20,willingness to get one),S_SKILL,WILLINGNESS TO GET ONE)
2725,2024-09-20,Willingness to travel,S_SKILL,WILLINGNESS TO TRAVEL
2726,2024-09-20,experience in design management,H_SKILL,EXPERIENCE IN DESIGN MANAGEMENT
2726,2024-09-20,"ensuring our projects are innovative, reliable, and cost-effective",S_SKILL,"ENSURING OUR PROJECTS ARE INNOVATIVE, RELIABLE, AND COST-EFFECTIVE"
2726,2024-09-20,work independently,S_SKILL,INDEPENDENT WORKING
2726,2024-09-20,Managing relationships,S_SKILL,MANAGING RELATIONSHIPS
2726,2024-09-20,Supporting senior managers,S_SKILL,SUPPORTING SENIOR MANAGERS
2726,2024-09-20,2:1 degree,REQUIREMENT,2:1
2726,2024-09-20,organisational,S_SKILL,ORGANISATIONAL
2726,2024-09-20,communication skills,S_SKILL,COMMUNICATION
2726,2024-09-20,proactive attitude,S_SKILL,PROACTIVE
2726,2024-09-20,ambition,S_SKILL,AMBITION
2726,2024-09-20,drive to excel,S_SKILL,DRIVE TO EXCEL
2726,2024-09-20,access,H_SKILL,ACCESS
2726,2024-09-20,coaching,S_SKILL,COACHING
2727,2024-09-20,testing,H_SKILL,TESTING
2727,2024-09-20,Diagnosing and fault finding non-conforming products or equipment,H_SKILL,DIAGNOSING AND FAULT FINDING NON-CONFORMING PRODUCTS OR EQUIPMENT
2727,2024-09-20,Analysing test and production,H_SKILL,ANALYSING TEST AND PRODUCTION
2727,2024-09-20,Degree,REQUIREMENT,DEGREE
2727,2024-09-20,2.2,REQUIREMENT,2:2
2728,2024-09-20,Power team,LANG_FRAM,POWER TEAM
2728,2024-09-20,Power team,LANG_FRAM,POWER TEAM
2728,2024-09-20,HVDC interconnectors,H_SKILL,HVDC INTERCONNECTORS
2728,2024-09-20,Design Power Network Design,H_SKILL,DESIGN POWER NETWORK DESIGN
2728,2024-09-20,Power System,LANG_FRAM,POWER SYSTEM
2728,2024-09-20,Degree,REQUIREMENT,DEGREE
2728,2024-09-20,Masters level qualification,REQUIREMENT,MASTER'S
2729,2024-09-20,testing,H_SKILL,TESTING
2729,2024-09-20,Analysing test and production,H_SKILL,ANALYSING TEST AND PRODUCTION
2729,2024-09-20,Degree,REQUIREMENT,DEGREE
2729,2024-09-20,2.2,REQUIREMENT,2:2
2730,2024-09-20,work with remarkable people,S_SKILL,WORK WITH REMARKABLE PEOPLE
2730,2024-09-20,experience a variety of placements,H_SKILL,EXPERIENCE A VARIETY OF PLACEMENTS
2730,2024-09-20,work as part of a team,S_SKILL,COLLABORATION AND TEAMWORK
2730,2024-09-20,environmental risk assessments,H_SKILL,ENVIRONMENTAL RISK ASSESSMENTS
2730,2024-09-20,identify appropriate control measures,H_SKILL,IDENTIFY APPROPRIATE CONTROL MEASURES
2730,2024-09-20,climate change resilience,H_SKILL,CLIMATE CHANGE RESILIENCE
2730,2024-09-20,Develop understanding of AWE’s,H_SKILL,DEVELOP UNDERSTANDING OF AWE’S
2730,2024-09-20,Continuously develop,H_SKILL,CONTINUOUSLY DEVELOP
2730,2024-09-20,curious,S_SKILL,CURIOUS
2730,2024-09-20,eager to learn,S_SKILL,WILLING TO LEARN
2730,2024-09-20,collaborating,S_SKILL,COLLABORATION AND TEAMWORK
2730,2024-09-20,work/life balance 9,S_SKILL,WORK/LIFE BALANCE 9
2730,2024-09-20,degree,REQUIREMENT,DEGREE
2730,2024-09-20,openness and inclusion,S_SKILL,OPENNESS AND INCLUSION
2731,2024-09-20,Power team,LANG_FRAM,POWER TEAM
2731,2024-09-20,Power team,LANG_FRAM,POWER TEAM
2731,2024-09-20,HVDC interconnectors,H_SKILL,HVDC INTERCONNECTORS
2731,2024-09-20,Design Power Network Design,H_SKILL,DESIGN POWER NETWORK DESIGN
2731,2024-09-20,Power System,LANG_FRAM,POWER SYSTEM
2731,2024-09-20,Degree,REQUIREMENT,DEGREE
2731,2024-09-20,Masters level qualification,REQUIREMENT,MASTER'S
2732,2024-09-20,AtkinsRéalis,LANG_FRAM,ATKINSRÉALIS
2732,2024-09-20,AtkinsRéalis,LANG_FRAM,ATKINSRÉALIS
2732,2024-09-20,AtkinsRéalis,LANG_FRAM,ATKINSRÉALIS
2732,2024-09-20,"enjoy variety, working on large",S_SKILL,"ENJOY VARIETY, WORKING ON LARGE"
2732,2024-09-20,deep technical expertise,H_SKILL,DEEP TECHNICAL EXPERTISE
2732,2024-09-20,measure our progress,S_SKILL,MEASURE OUR PROGRESS
2732,2024-09-20,passion,S_SKILL,PASSION AND ENTHUSIASM
2732,2024-09-20,work collaboratively,S_SKILL,COLLABORATION AND TEAMWORK
2732,2024-09-20,curious,S_SKILL,CURIOUS
2732,2024-09-20,Comfortable to embrace agile ways,S_SKILL,COMFORTABLE TO EMBRACE AGILE WAYS
2732,2024-09-20,experience as well as practical skills development,H_SKILL,EXPERIENCE AS WELL AS PRACTICAL SKILLS DEVELOPMENT
2732,2024-09-20,collaborating,S_SKILL,COLLABORATION AND TEAMWORK
2732,2024-09-20,UKSV,LANG_FRAM,UKSV
2732,2024-09-20,AtkinsRéalis,LANG_FRAM,ATKINSRÉALIS
2732,2024-09-20,AtkinsRéalis,LANG_FRAM,ATKINSRÉALIS
2732,2024-09-20,AtkinsRéalis,LANG_FRAM,ATKINSRÉALIS
2733,2024-09-20,analyse and deliver results,H_SKILL,ANALYSE AND DELIVER RESULTS
2733,2024-09-20,testing missile hardware sub-systems,H_SKILL,TESTING
2733,2024-09-20,Seeker,LANG_FRAM,SEEKER
2733,2024-09-20,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2733,2024-09-20,designing bespoke equipment,H_SKILL,DESIGNING BESPOKE EQUIPMENT
2733,2024-09-20,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2733,2024-09-20,"Developing test software, data analysis",H_SKILL,DATA ANALYSIS
2733,2024-09-20,C++,LANG_FRAM,C++
2733,2024-09-20,Linux,LANG_FRAM,LINUX
2733,2024-09-20,passion,S_SKILL,PASSION AND ENTHUSIASM
2733,2024-09-20,innovative ideas,S_SKILL,INNOVATIVE IDEAS
2733,2024-09-20,Degree qualified,REQUIREMENT,DEGREE QUALIFIED
2733,2024-09-20,Computing,H_SKILL,COMPUTING
2733,2024-09-20,Systems discipline,H_SKILL,SYSTEMS DISCIPLINE
2733,2024-09-20,2:2,REQUIREMENT,2:2
2734,2024-09-20,CEng,REQUIREMENT,CENG
2734,2024-09-20,automation,H_SKILL,AUTOMATION
2734,2024-09-20,drive performance,S_SKILL,DRIVE PERFORMANCE
2734,2024-09-20,2:1,REQUIREMENT,2:1
2734,2024-09-20,degree,REQUIREMENT,DEGREE
2734,2024-09-20,coaching,S_SKILL,COACHING
2735,2024-09-20,FMECA,LANG_FRAM,FMECA
2735,2024-09-20,stakeholders,S_SKILL,STAKEHOLDERS
2735,2024-09-20,Supporting design teams,S_SKILL,COLLABORATION AND TEAMWORK
2735,2024-09-20,deliver safe and reliable products,H_SKILL,DELIVER SAFE AND RELIABLE PRODUCTS
2735,2024-09-20,2:2,REQUIREMENT,2:2
2736,2024-09-20,work with remarkable people,S_SKILL,WORK WITH REMARKABLE PEOPLE
2736,2024-09-20,experience a variety of placements,H_SKILL,EXPERIENCE A VARIETY OF PLACEMENTS
2736,2024-09-20,work as part of a team,S_SKILL,COLLABORATION AND TEAMWORK
2736,2024-09-20,identifying controls to prevent them,H_SKILL,IDENTIFYING CONTROLS TO PREVENT THEM
2736,2024-09-20,Develop skills in major hazard assessment,H_SKILL,DEVELOP SKILLS IN MAJOR HAZARD ASSESSMENT
2736,2024-09-20,curious,S_SKILL,CURIOUS
2736,2024-09-20,eager to learn,S_SKILL,WILLING TO LEARN
2736,2024-09-20,collaborating,S_SKILL,COLLABORATION AND TEAMWORK
2736,2024-09-20,work/life balance 9,S_SKILL,WORK/LIFE BALANCE 9
2736,2024-09-20,degree,REQUIREMENT,DEGREE
2736,2024-09-20,openness and inclusion,S_SKILL,OPENNESS AND INCLUSION
2737,2024-09-20,Power team,LANG_FRAM,POWER TEAM
2737,2024-09-20,Power team,LANG_FRAM,POWER TEAM
2737,2024-09-20,HVDC interconnectors,H_SKILL,HVDC INTERCONNECTORS
2737,2024-09-20,Design Power Network Design,H_SKILL,DESIGN POWER NETWORK DESIGN
2737,2024-09-20,Power System,LANG_FRAM,POWER SYSTEM
2737,2024-09-20,Degree,REQUIREMENT,DEGREE
2737,2024-09-20,Masters level qualification,REQUIREMENT,MASTER'S
2738,2024-09-20,Develop,H_SKILL,DEVELOPMENT
2738,2024-09-20,breaking ideas,H_SKILL,BREAKING IDEAS
2738,2024-09-20,collaborating with,S_SKILL,COLLABORATION AND TEAMWORK
2738,2024-09-20,collaborating,S_SKILL,COLLABORATION AND TEAMWORK
2738,2024-09-20,work/life balance 9,S_SKILL,WORK/LIFE BALANCE 9
2738,2024-09-20,develop,H_SKILL,DEVELOPMENT
2738,2024-09-20,degree,REQUIREMENT,DEGREE
2738,2024-09-20,openness and inclusion,S_SKILL,OPENNESS AND INCLUSION
2739,2024-09-20,creative,S_SKILL,CREATIVE
2739,2024-09-20,proactive,S_SKILL,PROACTIVE
2739,2024-09-20,pragmatic,S_SKILL,PRAGMATIC
2739,2024-09-20,curious,S_SKILL,CURIOUS
2739,2024-09-20,CIMA,REQUIREMENT,CIMA
2739,2024-09-20,"offer guidance throughout the scheme, and you’ll have access to technical and business-",S_SKILL,"OFFER GUIDANCE THROUGHOUT THE SCHEME, AND YOU’LL HAVE ACCESS TO TECHNICAL AND BUSINESS-"
2739,2024-09-20,forecast future performance,S_SKILL,FORECAST FUTURE PERFORMANCE
2739,2024-09-20,Work as a finance specialist,S_SKILL,WORK AS A FINANCE SPECIALIST
2739,2024-09-20,degree,REQUIREMENT,DEGREE
2740,2024-09-20,2:2,REQUIREMENT,2:2
2740,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2740,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2741,2024-09-20,work with remarkable people,S_SKILL,WORK WITH REMARKABLE PEOPLE
2741,2024-09-20,assembly,S_SKILL,ASSEMBLY
2741,2024-09-20,curious,S_SKILL,CURIOUS
2741,2024-09-20,eager to learn,S_SKILL,WILLING TO LEARN
2741,2024-09-20,collaborating,S_SKILL,COLLABORATION AND TEAMWORK
2741,2024-09-20,work/life balance 9,S_SKILL,WORK/LIFE BALANCE 9
2741,2024-09-20,develop,H_SKILL,DEVELOPMENT
2741,2024-09-20,openness and inclusion,S_SKILL,OPENNESS AND INCLUSION
2742,2024-09-20,Mere,LANG_FRAM,MERE
2742,2024-09-20,good relationships,S_SKILL,GOOD RELATIONSHIPS
2742,2024-09-20,2:1,REQUIREMENT,2:1
2742,2024-09-20,excellent communicator,S_SKILL,COMMUNICATION
2742,2024-09-20,work under pressure,S_SKILL,WORK UNDER PRESSURE
2742,2024-09-20,Microsoft Office,LANG_FRAM,MICROSOFT OFFICE
2742,2024-09-20,coaching,S_SKILL,COACHING
2743,2024-09-20,work with the most advanced kit imaginable,S_SKILL,WORK WITH THE MOST ADVANCED KIT IMAGINABLE
2743,2024-09-20,Solve complex problems,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2743,2024-09-20,Language and Maths; before 2017,H_SKILL,LANGUAGE AND MATHS; BEFORE 2017
2743,2024-09-20,C Minimum,LANG_FRAM,C MINIMUM
2743,2024-09-20,passion,S_SKILL,PASSION AND ENTHUSIASM
2743,2024-09-20,teamwork skills,S_SKILL,COLLABORATION AND TEAMWORK
2744,2024-09-20,"deep technical, commercial and strategic energy expertise",H_SKILL,"DEEP TECHNICAL, COMMERCIAL AND STRATEGIC ENERGY EXPERTISE"
2744,2024-09-20,digitalisation,S_SKILL,DIGITALISATION
2744,2024-09-20,Degree,REQUIREMENT,DEGREE
2744,2024-09-20,Masters level qualification,REQUIREMENT,MASTER'S
2745,2024-09-20,preparation,S_SKILL,PREPARATION
2745,2024-09-20,provide learning opportunities for soft skills,H_SKILL,PROVIDE LEARNING OPPORTUNITIES FOR SOFT SKILLS
2745,2024-09-20,Degree qualified,REQUIREMENT,DEGREE QUALIFIED
2745,2024-09-20,numerical skills,S_SKILL,NUMERICAL SKILLS
2746,2024-09-20,creative,S_SKILL,CREATIVE
2746,2024-09-20,communication,S_SKILL,COMMUNICATION
2746,2024-09-20,leadership,S_SKILL,LEADERSHIP
2746,2024-09-20,improve performance,H_SKILL,IMPROVE PERFORMANCE
2746,2024-09-20,business management,H_SKILL,BUSINESS MANAGEMENT
2746,2024-09-20,motivated,S_SKILL,DRIVEN AND MOTIVATED
2746,2024-09-20,enthusiastic,S_SKILL,PASSION AND ENTHUSIASM
2746,2024-09-20,communications skills,S_SKILL,COMMUNICATION
2746,2024-09-20,interpersonal skills,S_SKILL,INTERPERSONAL SKILLS
2746,2024-09-20,team player,S_SKILL,COLLABORATION AND TEAMWORK
2746,2024-09-20,ambition,S_SKILL,AMBITION
